AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,61985.1,11043.97,178.7,9.0,140.2,48.17,57.2,237.0,0.0,265.9,-3.0,91.7,89.4,2023-11-23 10:15:04,0.08,11043.0,329.98,2717.3,100.0,672.0,100.0,-0.71,-0.27,-5.0,-60.0,10971.28,215.0,11043.97,190.24,9294.0,93.0,117.0,65027.21,142578.02,174.6,3928.0,94.0,45.0,731.0,8.7,1024.9,10032.1,3937.69,175.0,87.0,88.0,0.0,72.0,72.0,83.0,35.7,43122.0,1909.0,53477.0,38.0,39221.0,1073.0,34785.0,5491.0,83.0,84.0,80.0,610445.06,91.1,-999.25,89.6,140.2,414.7,99.0,35.7,31.8,-999.25,5010.48,8.0,4.0,4.0,-26.0,-132.87,32.0,1.17,137.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,54295.42,11044.98,173.3,9.0,140.2,48.54,56.2,237.0,0.0,265.9,-2.0,91.7,89.4,2023-11-23 10:15:55,0.07,11044.0,328.0,2717.3,100.0,672.0,100.0,0.87,0.15,-4.0,-59.0,10971.28,194.0,11044.98,189.95,9294.0,93.0,117.0,64743.06,144760.55,174.6,3740.0,94.0,45.0,732.0,8.7,1024.9,10032.1,3848.94,175.0,87.0,88.0,0.0,78.0,78.0,77.0,34.7,43344.0,1954.0,53477.0,38.0,39287.0,1141.0,34785.0,5626.0,83.0,84.0,80.0,541647.94,91.1,-999.25,89.6,140.2,414.7,99.0,34.7,32.0,-999.25,4860.78,8.0,4.0,4.0,-26.0,-132.39,32.0,1.2,137.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,48222.85,11045.99,176.9,9.0,140.2,49.54,55.2,237.0,0.0,265.9,-3.0,91.7,89.4,2023-11-23 10:16:41,0.08,11045.0,306.25,2717.3,100.0,672.0,100.0,-1.3,-0.08,-5.0,-60.0,10973.15,199.0,11045.99,188.84,9294.0,93.0,117.0,54167.96,130355.11,174.6,3355.0,94.0,45.0,731.0,8.7,1024.9,10032.1,3810.19,175.0,87.0,88.0,0.0,83.0,83.0,82.0,35.4,43270.0,1999.0,53477.0,38.0,39351.0,1205.0,34785.0,5757.0,83.0,84.0,80.0,522262.06,91.1,-999.25,89.6,140.2,414.7,99.0,35.4,32.4,-999.25,4960.15,8.0,4.0,4.0,-26.0,-130.97,32.0,1.17,137.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,70947.22,11046.97,172.5,9.0,140.2,48.5,54.2,237.0,0.0,266.0,-4.0,91.7,89.4,2023-11-23 10:17:26,0.07,11046.0,390.05,2717.3,100.0,672.0,100.0,-1.2,-0.1,-6.0,-61.0,10974.2,164.0,11046.97,189.6,9294.0,93.0,117.0,63014.85,148346.77,174.6,3447.0,94.0,45.0,730.0,8.7,1024.9,10032.1,3762.69,175.0,87.0,88.0,0.0,71.0,71.0,76.0,34.5,43640.0,2049.0,53477.0,38.0,39425.0,1281.0,34785.0,5904.0,83.0,84.0,79.0,596186.75,91.1,-999.25,89.6,140.2,414.7,99.0,34.5,32.0,-999.25,4837.91,8.0,4.0,4.0,-26.0,-131.65,32.0,1.17,136.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,61046.61,11047.98,168.9,9.0,140.3,48.94,53.2,237.0,0.0,266.0,-2.0,92.1,89.4,2023-11-23 10:18:15,0.07,11047.0,349.3,2717.3,100.0,672.0,100.0,0.39,0.04,-4.0,-59.0,10975.1,179.0,11047.98,188.93,9294.0,93.0,117.0,63711.91,144881.45,174.6,3628.0,94.0,44.0,732.0,8.7,1024.9,10032.1,3823.94,175.0,87.0,88.0,0.0,74.0,74.0,75.0,33.8,43714.0,2098.0,53477.0,38.0,39495.0,1351.0,34785.0,6047.0,83.0,84.0,80.0,574785.31,91.1,-999.25,89.6,140.3,414.7,99.0,33.8,32.1,-999.25,4738.58,8.0,4.0,4.0,-26.0,-130.18,32.0,1.18,136.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,65950.16,11052.99,172.2,9.0,140.3,48.28,48.2,237.0,0.0,266.0,-2.0,92.1,89.6,2023-11-23 10:22:31,0.06,11052.0,355.57,2717.3,100.0,672.0,100.0,-0.13,0.48,-4.0,-59.0,10980.36,143.0,11052.99,189.48,9294.0,94.0,117.0,71994.26,164036.86,174.6,3607.0,94.0,44.0,732.0,8.7,1024.9,10032.1,3847.69,175.0,87.0,88.0,0.0,68.0,68.0,67.0,34.4,43053.0,2357.0,53477.0,38.0,39870.0,1732.0,34785.0,6800.0,84.0,84.0,80.0,608969.25,91.1,-999.25,89.6,140.3,414.8,99.0,34.4,32.1,-999.25,4832.28,8.0,4.0,4.0,-26.0,-130.78,32.0,1.17,135.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,68693.31,11053.99,173.1,9.0,140.3,47.5,47.2,237.0,0.0,266.1,-2.0,92.1,89.6,2023-11-23 10:23:23,0.06,11053.0,383.28,2717.3,100.0,672.0,100.0,0.03,-0.02,-4.0,-59.0,10980.89,169.0,11053.99,189.81,9294.0,94.0,117.0,66938.44,154878.8,174.6,3566.0,94.0,44.0,732.0,8.7,1024.9,10032.1,3807.69,175.0,87.0,88.0,0.0,72.0,73.0,70.0,34.6,43566.0,2408.0,53477.0,38.0,39944.0,1807.0,34785.0,6949.0,83.0,84.0,80.0,588942.5,91.1,-999.25,89.6,140.3,414.8,99.0,34.6,32.1,-999.25,4858.18,8.0,4.0,4.0,-26.0,-131.66,32.0,1.18,135.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,55519.66,11054.99,173.7,9.0,140.4,48.75,46.2,237.0,0.0,266.1,-1.0,92.1,89.6,2023-11-23 10:24:14,0.08,11054.0,356.22,2717.3,100.0,672.0,100.0,1.41,0.04,-3.0,-58.0,10981.93,164.0,11054.99,188.66,9294.0,94.0,117.0,62527.87,137455.89,174.6,3862.0,94.0,44.0,733.0,8.7,1024.9,10032.1,3946.44,175.0,87.0,88.0,0.0,81.0,81.0,82.0,34.7,43279.0,2451.0,53477.0,38.0,40007.0,1872.0,34785.0,7078.0,83.0,84.0,80.0,512585.53,91.1,-999.25,89.6,140.4,414.8,99.0,34.7,32.1,-999.25,4875.83,8.0,4.0,4.0,-26.0,-130.21,32.0,1.21,135.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,62438.37,11055.99,177.3,9.0,140.4,47.57,45.2,237.0,0.0,266.1,-2.0,92.1,89.6,2023-11-23 10:24:58,0.07,11055.0,344.45,2717.3,100.0,672.0,100.0,-0.57,0.03,-4.0,-59.0,10982.9,169.0,11055.99,189.55,9294.0,94.0,117.0,72061.52,160162.88,174.6,3846.0,94.0,44.0,732.0,8.7,1024.9,10032.1,3941.44,175.0,87.0,88.0,0.0,71.0,71.0,69.0,35.5,43418.0,2502.0,53477.0,38.0,40080.0,1946.0,34785.0,7227.0,83.0,84.0,80.0,595665.94,91.1,-999.25,89.6,140.4,414.8,99.0,35.5,32.1,-999.25,4977.69,8.0,4.0,4.0,-26.0,-132.52,32.0,1.17,134.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,59306.86,11056.99,174.3,9.0,140.4,49.02,44.2,237.0,0.0,266.1,-3.0,92.1,89.6,2023-11-23 10:25:48,0.08,11056.0,355.78,2717.3,100.0,672.0,100.0,-0.51,0.03,-4.0,-59.0,10983.91,174.0,11056.99,188.64,9294.0,94.0,117.0,54441.97,132461.44,174.6,3260.0,94.0,44.0,732.0,8.7,1024.9,10032.1,3781.44,175.0,87.0,88.0,0.0,77.0,77.0,80.0,34.9,43122.0,2549.0,53477.0,38.0,40149.0,2016.0,34785.0,7366.0,83.0,84.0,80.0,540791.06,91.1,-999.25,89.6,140.4,414.8,99.0,34.9,31.7,-999.25,4894.44,8.0,4.0,4.0,-26.0,-130.6,32.0,1.19,134.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,69937.63,11057.99,174.4,9.0,140.4,48.01,43.2,237.0,0.0,266.1,-3.0,92.1,89.6,2023-11-23 10:26:35,0.06,11057.0,371.71,2717.3,100.0,672.0,100.0,-0.97,-0.1,-5.0,-60.0,10984.49,174.0,11057.99,189.52,9294.0,94.0,117.0,76685.46,172046.25,174.6,3744.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3757.69,175.0,87.0,88.0,0.0,68.0,68.0,64.0,34.9,43344.0,2601.0,53477.0,38.0,40225.0,2093.0,34785.0,7516.0,83.0,84.0,80.0,614604.63,91.1,-999.25,89.6,140.4,414.9,99.0,34.9,31.9,-999.25,4897.92,8.0,4.0,4.0,-26.0,-130.73,32.0,1.19,134.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,68187.66,11059.0,182.9,9.0,140.4,47.95,42.2,237.0,0.0,266.1,-3.0,92.1,89.6,2023-11-23 10:27:28,0.06,11058.0,348.48,2717.3,100.0,672.0,100.0,-0.81,-0.17,-5.0,-60.0,10986.1,148.0,11059.0,189.29,9294.0,94.0,117.0,75721.88,172771.66,174.6,3650.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3793.94,175.0,87.0,88.0,0.0,68.0,67.0,67.0,36.6,43048.0,2656.0,53477.0,38.0,40304.0,2174.0,34785.0,7679.0,83.0,84.0,80.0,635893.38,91.1,-999.25,89.6,140.4,414.9,99.0,36.6,31.8,-999.25,5136.11,8.0,4.0,4.0,-26.0,-132.18,32.0,1.17,134.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,78843.18,11059.98,174.9,9.0,140.4,46.77,41.2,237.0,0.0,266.1,-3.0,92.1,89.7,2023-11-23 10:28:23,0.05,11059.0,382.37,2717.3,100.0,672.0,100.0,0.04,0.07,-4.0,-59.0,10987.04,133.0,11059.98,190.89,9294.0,94.0,117.0,75563.11,184763.61,174.6,3298.0,95.0,44.0,732.0,8.7,1024.9,10032.1,3853.94,175.0,87.0,88.0,0.0,62.0,62.0,58.0,35.0,43492.0,2713.0,53477.0,38.0,40387.0,2258.0,34785.0,7840.0,83.0,84.0,80.0,674692.69,91.1,-999.25,89.6,140.4,414.9,99.0,35.0,32.0,-999.25,4913.42,8.0,4.0,4.0,-26.0,-132.59,32.0,1.17,134.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,66020.7,11060.99,173.4,9.0,140.4,47.15,40.2,237.0,0.0,266.2,-3.0,92.1,89.7,2023-11-23 10:29:20,0.07,11060.0,347.8,2717.3,100.0,672.0,100.0,-1.08,0.05,-5.0,-59.0,10988.05,138.0,11060.99,189.93,9294.0,95.0,117.0,69220.52,163982.78,174.6,3517.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3787.69,175.0,87.0,88.0,0.0,67.0,67.0,67.0,34.7,43418.0,2766.0,53477.0,38.0,40464.0,2336.0,34785.0,7998.0,83.0,84.0,80.0,623236.56,91.1,-999.25,89.6,140.4,414.9,99.0,34.7,32.1,-999.25,4869.73,8.0,4.0,4.0,-26.0,-132.01,32.0,1.19,133.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,61693.81,11061.99,177.6,9.0,140.5,47.56,39.2,237.0,0.0,266.2,-3.0,92.1,89.7,2023-11-23 10:30:12,0.07,11061.0,339.16,2717.3,100.0,672.0,100.0,-0.47,-0.15,-5.0,-60.0,10989.04,143.0,11061.99,189.63,9294.0,95.0,117.0,65441.41,153631.41,174.6,3517.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3973.94,175.0,87.0,88.0,0.0,71.0,71.0,73.0,35.5,43122.0,2817.0,53477.0,38.0,40538.0,2411.0,34785.0,8150.0,84.0,84.0,80.0,597229.0,91.1,-999.25,89.6,140.5,414.9,99.0,35.5,32.1,-999.25,4988.6,8.0,4.0,4.0,-26.0,-131.28,32.0,1.17,133.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,65123.29,11062.99,179.5,9.0,140.5,48.61,38.2,237.0,0.0,266.2,-2.0,92.4,89.7,2023-11-23 10:31:03,0.07,11062.0,357.61,2717.3,100.0,672.0,100.0,-0.04,0.01,-4.0,-59.0,10989.54,148.0,11062.99,188.61,9294.0,95.0,117.0,65519.46,156280.16,174.6,3460.0,95.0,44.0,732.0,8.7,1024.9,10032.1,3862.69,175.0,87.0,88.0,0.0,71.0,71.0,70.0,35.9,43714.0,2868.0,53477.0,38.0,40610.0,2485.0,34785.0,8293.0,83.0,82.0,78.0,597897.69,91.1,-999.25,89.6,140.5,414.9,99.0,35.9,32.1,-999.25,5044.28,8.0,4.0,4.0,-26.0,-131.63,32.0,1.17,133.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,76379.92,11064.0,180.0,9.0,140.5,48.07,37.2,237.0,0.0,266.2,-2.0,92.4,89.7,2023-11-23 10:31:54,0.06,11063.0,377.49,2717.3,100.0,672.0,100.0,-0.26,-0.09,-4.0,-59.0,10991.3,169.0,11064.0,189.1,9294.0,95.0,117.0,69136.33,162791.23,174.6,3499.0,95.0,44.0,732.0,8.7,1024.9,10032.1,3893.94,175.0,87.0,88.0,0.0,63.0,63.0,66.0,36.0,42974.0,2925.0,53477.0,38.0,40694.0,2570.0,34785.0,8463.0,82.0,80.0,76.0,656413.56,91.1,-999.25,89.6,140.5,414.9,99.0,36.0,31.7,-999.25,5057.26,8.0,4.0,4.0,-26.0,-131.11,32.0,1.16,132.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,72366.14,11064.99,175.5,9.0,140.5,47.62,36.2,237.0,0.0,266.2,-3.0,92.4,89.7,2023-11-23 10:32:51,0.06,11064.0,373.04,2717.3,100.0,672.0,100.0,0.81,-0.12,-5.0,-60.0,10991.8,220.0,11064.99,188.75,9294.0,95.0,117.0,68545.58,163144.67,174.6,3414.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3771.44,175.0,87.0,88.0,0.0,67.0,67.0,65.0,35.1,43566.0,2978.0,53477.0,38.0,40772.0,2650.0,34785.0,8617.0,81.0,80.0,76.0,635843.88,91.1,-999.25,89.6,140.5,415.0,99.0,35.1,32.0,-999.25,4931.98,8.0,4.0,4.0,-26.0,-130.3,32.0,1.2,132.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,82809.02,11065.99,171.0,9.0,140.5,46.17,35.2,237.0,0.0,266.2,-2.0,92.4,89.7,2023-11-23 10:33:45,0.06,11065.0,405.11,2717.3,100.0,672.0,100.0,0.15,-0.22,-4.0,-59.0,10993.34,312.0,11065.99,190.54,9294.0,94.0,117.0,85417.99,193369.17,174.6,3772.0,95.0,44.0,732.0,8.7,1024.9,10032.1,3780.19,175.0,87.0,88.0,0.0,62.0,62.0,58.0,34.2,42974.0,3036.0,53477.0,38.0,40855.0,2734.0,34785.0,8786.0,81.0,80.0,76.0,667720.94,91.1,-999.25,89.6,140.5,415.0,99.0,34.2,31.9,-999.25,4804.67,8.0,4.0,4.0,-26.0,-131.96,32.0,1.2,132.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,91225.31,11066.99,176.0,9.0,140.5,45.21,34.2,237.0,0.0,266.2,-2.0,92.4,89.9,2023-11-23 10:34:43,0.05,11066.0,390.82,2717.3,100.0,672.0,100.0,-0.08,0.04,-4.0,-59.0,10994.14,271.0,11066.99,191.37,9294.0,94.0,117.0,113073.26,249611.22,174.6,3799.0,95.0,44.0,732.0,8.7,1024.9,10032.1,3868.94,175.0,87.0,88.0,0.0,55.0,55.0,50.0,35.2,42604.0,3101.0,53477.0,38.0,40949.0,2829.0,34785.0,8979.0,81.0,80.0,75.0,746830.25,91.1,-999.25,89.6,140.5,415.0,99.0,35.2,31.3,-999.25,4947.02,8.0,4.0,4.0,-26.0,-133.39,31.0,1.17,132.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,62786.52,11067.99,175.5,9.0,140.5,46.48,33.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:35:48,0.06,11067.0,341.98,2717.3,100.0,672.0,100.0,0.38,0.15,-5.0,-60.0,10995.23,230.0,11067.99,190.16,9294.0,94.0,117.0,83554.82,184436.38,174.6,3867.0,95.0,44.0,731.0,8.7,1024.9,10032.1,3944.54,175.0,87.0,88.0,0.0,70.0,70.0,59.0,35.1,43788.0,3153.0,53477.0,38.0,41024.0,2906.0,34785.0,9131.0,81.0,80.0,75.0,602869.88,91.1,-999.25,89.6,140.5,415.0,99.0,35.1,32.1,-999.25,4932.71,8.0,4.0,4.0,-26.0,-132.68,32.0,1.16,132.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,67075.54,11069.0,176.3,9.0,140.6,46.71,32.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:36:39,0.06,11068.0,350.14,2717.3,100.0,672.0,100.0,0.36,0.11,-5.0,-60.0,10996.13,215.0,11069.0,190.08,9294.0,94.0,117.0,63835.79,162015.81,174.6,3074.0,95.0,45.0,731.0,8.7,1024.9,10032.1,3852.69,175.0,87.0,88.0,0.0,67.0,67.0,65.0,35.3,43640.0,3207.0,53477.0,38.0,41103.0,2985.0,34785.0,9286.0,81.0,80.0,75.0,622544.63,91.1,-999.25,89.6,140.6,415.0,99.0,35.3,31.8,-999.25,4957.34,8.0,4.0,4.0,-26.0,-132.82,32.0,1.18,131.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,64992.5,11070.0,174.7,9.0,140.6,46.78,31.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:37:33,0.07,11069.0,376.57,2717.3,100.0,672.0,100.0,1.08,0.09,-4.0,-59.0,10996.58,189.0,11070.0,190.09,9294.0,94.0,117.0,73757.51,152042.75,174.6,4214.0,95.0,45.0,732.0,8.7,1024.9,10032.1,3915.19,175.0,87.0,88.0,0.0,76.0,75.0,78.0,34.9,43344.0,3256.0,53477.0,38.0,41174.0,3057.0,34785.0,9432.0,81.0,80.0,75.0,563774.13,91.1,-999.25,89.6,140.6,415.0,99.0,34.9,31.9,-999.25,4911.2,8.0,4.0,4.0,-26.0,-131.71,32.0,1.14,131.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,68117.33,11070.99,174.5,9.0,140.6,47.18,30.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:38:22,0.07,11070.0,404.31,2717.3,100.0,672.0,100.0,-1.1,-0.5,-5.0,-60.0,10998.06,199.0,11070.99,189.67,9294.0,95.0,118.0,62268.48,142853.36,174.6,3565.0,95.0,45.0,731.0,8.7,1024.9,10032.1,3835.19,175.0,87.0,88.0,0.0,75.0,75.0,76.0,34.9,43566.0,3302.0,53477.0,38.0,41240.0,3125.0,34785.0,9564.0,81.0,80.0,75.0,555038.38,91.1,-999.25,89.6,140.6,415.0,99.0,34.9,32.2,-999.25,4906.15,8.0,4.0,4.0,-26.0,-132.11,32.0,1.15,131.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,57225.37,11071.97,168.2,9.0,140.6,49.19,29.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:39:09,0.08,11071.0,364.08,2717.3,100.0,672.0,100.0,-0.59,-0.08,-5.0,-60.0,10998.59,174.0,11071.97,187.03,9294.0,95.0,118.0,54304.98,126825.35,174.6,3436.0,95.0,45.0,731.0,8.7,1024.9,10032.1,3960.19,175.0,87.0,88.0,0.0,82.0,82.0,85.0,33.6,43714.0,3346.0,53477.0,38.0,41305.0,3191.0,34785.0,9697.0,81.0,80.0,75.0,521315.66,91.1,-999.25,89.6,140.6,415.1,99.0,33.6,32.4,-999.25,4728.66,8.0,4.0,4.0,-26.0,-128.98,32.0,1.16,131.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,87666.34,11072.98,172.3,9.0,140.6,46.99,28.2,237.0,0.0,266.3,-3.0,92.4,89.9,2023-11-23 10:39:52,0.07,11072.0,378.1,2717.3,100.0,672.0,100.0,0.43,-0.03,-5.0,-60.0,11000.12,261.0,11072.98,189.58,9294.0,95.0,118.0,77623.23,166840.52,174.6,3976.0,95.0,46.0,731.0,8.7,1024.9,10032.1,3841.44,175.0,87.0,88.0,0.0,56.0,56.0,70.0,34.5,43492.0,3410.0,53477.0,38.0,41398.0,3286.0,34785.0,9885.0,81.0,80.0,75.0,763853.19,91.1,-999.25,89.6,140.6,415.1,99.0,34.5,32.2,-999.25,4845.19,8.0,4.0,4.0,-26.0,-131.77,32.0,1.17,131.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,73381.2,11073.97,173.6,9.0,140.6,46.38,27.2,237.0,0.0,266.4,-3.0,92.4,89.9,2023-11-23 10:40:56,0.06,11073.0,360.4,2717.3,100.0,672.0,100.0,-0.64,0.14,-5.0,-60.0,11001.07,291.0,11073.97,190.03,9294.0,95.0,118.0,87631.55,188313.23,174.6,4043.0,95.0,46.0,731.0,8.7,1024.9,10032.1,3890.19,175.0,87.0,88.0,0.0,63.0,63.0,63.0,34.7,42900.0,3467.0,53477.0,38.0,41479.0,3368.0,34785.0,10045.0,81.0,80.0,75.0,663952.0,91.1,-999.25,89.6,140.6,415.1,99.0,34.7,31.9,-999.25,4882.56,8.0,4.0,4.0,-26.0,-132.24,32.0,1.17,130.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,72285.84,11074.98,176.7,9.0,140.6,46.82,26.2,237.0,0.0,266.4,-3.0,92.4,90.1,2023-11-23 10:41:53,0.06,11074.0,380.24,2717.3,100.0,672.0,100.0,-0.8,-0.19,-5.0,-60.0,11001.53,250.0,11074.98,189.37,9294.0,95.0,118.0,75961.33,169313.92,174.6,3732.0,95.0,46.0,731.0,8.7,1024.9,10032.1,3888.94,175.0,87.0,88.0,0.0,69.0,69.0,65.0,35.3,43344.0,3520.0,53477.0,38.0,41556.0,3446.0,34785.0,10203.0,81.0,80.0,75.0,627357.63,91.1,-999.25,89.6,140.6,415.1,99.0,35.3,32.2,-999.25,4969.71,8.0,4.0,4.0,-26.0,-131.75,32.0,1.15,130.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,65860.78,11076.0,176.4,9.0,140.7,47.37,25.2,237.0,0.0,266.4,-4.0,92.4,90.1,2023-11-23 10:42:46,0.07,11075.0,366.62,2717.3,100.0,672.0,100.0,-0.37,-0.25,-6.0,-61.0,11003.18,230.0,11076.0,188.77,9294.0,95.0,118.0,67507.95,154702.7,174.6,3666.0,95.0,46.0,730.0,8.7,1024.9,10032.1,3998.94,175.0,87.0,88.0,0.0,72.0,71.0,71.0,35.3,43640.0,3570.0,53477.0,38.0,41630.0,3521.0,34785.0,10352.0,82.0,80.0,75.0,594836.69,91.1,-999.25,89.6,140.7,415.1,99.0,35.3,32.4,-999.25,4962.06,8.0,4.0,4.0,-26.0,-131.39,32.0,1.13,130.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,68786.63,11076.98,176.6,9.0,140.7,47.75,24.2,237.0,0.0,266.4,-3.0,92.4,90.1,2023-11-23 10:43:37,0.07,11076.0,363.64,2717.3,100.0,672.0,100.0,0.93,-0.24,-5.0,-60.0,11004.09,261.0,11076.98,188.27,9294.0,95.0,118.0,75132.94,155422.58,174.6,4230.0,95.0,46.0,731.0,8.7,1024.9,10032.1,3878.94,175.0,87.0,88.0,0.0,69.0,69.0,74.0,35.3,43122.0,3622.0,53477.0,38.0,41705.0,3598.0,34785.0,10504.0,81.0,80.0,75.0,614726.69,91.1,-999.25,89.6,140.7,415.1,99.0,35.3,31.8,-999.25,4968.71,8.0,4.0,4.0,-26.0,-129.73,32.0,1.16,130.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,74366.84,11078.0,176.1,9.0,140.7,48.19,23.2,237.0,0.0,266.4,-3.0,92.8,90.1,2023-11-23 10:44:29,0.06,11077.0,404.49,2717.3,100.0,672.0,100.0,1.33,-0.03,-5.0,-60.0,11004.99,276.0,11078.0,187.85,9294.0,95.0,118.0,72026.08,162319.53,174.6,3741.0,95.0,47.0,731.0,8.7,1024.9,10032.1,3806.44,175.0,87.0,88.0,0.0,69.0,69.0,67.0,35.2,43566.0,3674.0,53477.0,38.0,41780.0,3674.0,34785.0,10655.0,81.0,80.0,75.0,605694.06,91.1,-999.25,89.6,140.7,415.1,99.0,35.2,32.2,-999.25,4954.57,8.0,4.0,4.0,-26.0,-130.11,32.0,1.14,129.0
400.0,90.0,32.0,50.0,552.0,3914.0,59.6,1073.1,74440.66,11078.98,166.0,9.0,140.7,47.44,22.2,237.0,0.0,266.4,-3.0,92.8,90.1,2023-11-23 10:45:20,0.07,11078.0,382.22,2717.3,100.0,672.0,100.0,0.14,0.06,-5.0,-60.0,11006.37,256.0,11078.98,188.56,9294.0,95.0,118.0,67992.87,158539.42,174.6,3494.0,95.0,48.0,731.0,8.7,1024.9,10032.1,3942.69,175.0,87.0,88.0,0.0,67.0,67.0,69.0,33.2,43048.0,3728.0,53477.0,38.0,41859.0,3754.0,34785.0,10810.0,81.0,80.0,75.0,643800.31,91.1,-999.25,89.6,140.7,415.2,99.0,33.2,32.3,-999.25,4672.15,8.0,4.0,4.0,-26.0,-130.54,32.0,1.19,129.0
